time,ax,ay,az,wx,wy,wz
2026-03-11T13:56:04.511Z,-0.0030,0.0026,-0.1394,-0.0027,-0.0033,0.0044
2026-03-11T13:56:04.521Z,0.0089,-0.0012,-0.1314,-0.0043,-0.0027,0.0039
2026-03-11T13:56:04.531Z,0.0079,0.0019,-0.1330,-0.0024,-0.0045,0.0028
2026-03-11T13:56:04.541Z,0.0046,-0.0017,-0.1441,-0.0038,-0.0042,0.0032
2026-03-11T13:56:04.551Z,0.0030,0.0037,-0.1344,-0.0033,-0.0037,0.0023
2026-03-11T13:56:04.561Z,0.0026,0.0082,-0.1245,-0.0035,-0.0037,0.0026
2026-03-11T13:56:04.571Z,0.0122,0.0081,-0.1375,-0.0035,-0.0049,0.0035
2026-03-11T13:56:04.581Z,0.0046,0.0001,-0.1336,-0.0035,-0.0044,0.0026
2026-03-11T13:56:04.591Z,0.0091,-0.0040,-0.1237,-0.0035,-0.0040,0.0043
2026-03-11T13:56:04.601Z,0.0112,0.0128,-0.1335,-0.0030,-0.0032,0.0045
2026-03-11T13:56:04.611Z,0.0121,0.0109,-0.1399,-0.0042,-0.0050,0.0041
2026-03-11T13:56:04.621Z,0.0093,-0.0021,-0.1264,-0.0040,-0.0043,0.0047
2026-03-11T13:56:04.630Z,0.0068,0.0048,-0.1315,-0.0035,-0.0033,0.0034
2026-03-11T13:56:04.641Z,0.0230,0.0027,-0.1377,-0.0046,-0.0047,0.0032
2026-03-11T13:56:04.650Z,0.0154,-0.0106,-0.1341,-0.0037,-0.0030,0.0038
2026-03-11T13:56:04.661Z,0.0135,-0.0037,-0.1489,-0.0035,-0.0041,0.0032
2026-03-11T13:56:04.670Z,0.0041,0.0087,-0.1390,-0.0035,-0.0047,0.0037
2026-03-11T13:56:04.680Z,0.0034,0.0068,-0.1335,-0.0029,-0.0039,0.0029
2026-03-11T13:56:04.692Z,0.0063,0.0064,-0.1338,-0.0037,-0.0037,0.0043
2026-03-11T13:56:04.700Z,0.0111,-0.0026,-0.1417,-0.0046,-0.0033,0.0039
2026-03-11T13:56:04.711Z,0.0047,0.0017,-0.1296,-0.0053,-0.0035,0.0036
2026-03-11T13:56:04.720Z,0.0151,0.0164,-0.1341,-0.0040,-0.0036,0.0035
2026-03-11T13:56:04.730Z,0.0036,0.0044,-0.1363,-0.0037,-0.0041,0.0034
2026-03-11T13:56:04.742Z,0.0050,0.0075,-0.1396,-0.0026,-0.0020,0.0042
2026-03-11T13:56:04.750Z,0.0052,0.0062,-0.1311,-0.0053,-0.0024,0.0028
2026-03-11T13:56:04.760Z,-0.0072,0.0031,-0.1217,-0.0071,-0.0047,0.0035
2026-03-11T13:56:04.770Z,0.0102,0.0157,-0.1296,-0.0059,-0.0008,0.0036
2026-03-11T13:56:04.780Z,0.0117,0.0031,-0.1226,-0.0039,-0.0032,0.0035
2026-03-11T13:56:04.792Z,0.0020,0.0117,-0.1217,-0.0056,-0.0023,0.0046
2026-03-11T13:56:04.800Z,-0.0053,0.0160,-0.1446,-0.0059,-0.0020,0.0035
2026-03-11T13:56:04.810Z,0.0030,-0.0059,-0.1203,-0.0058,-0.0027,0.0046
2026-03-11T13:56:04.820Z,0.0105,0.0074,-0.1425,-0.0068,-0.0027,0.0047
2026-03-11T13:56:04.830Z,0.0004,0.0090,-0.1239,-0.0054,-0.0021,0.0035
2026-03-11T13:56:04.841Z,0.0044,0.0089,-0.1301,-0.0062,-0.0020,0.0037
2026-03-11T13:56:04.850Z,0.0060,0.0047,-0.1334,-0.0052,-0.0025,0.0030
2026-03-11T13:56:04.860Z,0.0093,-0.0154,-0.1479,-0.0053,-0.0014,0.0035
2026-03-11T13:56:04.870Z,-0.0041,-0.0020,-0.1442,-0.0039,-0.0028,0.0036
2026-03-11T13:56:04.880Z,0.0058,-0.0023,-0.1364,-0.0045,-0.0030,0.0028
2026-03-11T13:56:04.891Z,0.0064,0.0060,-0.1466,-0.0038,-0.0024,0.0034
2026-03-11T13:56:04.900Z,0.0103,-0.0020,-0.1265,-0.0022,-0.0026,0.0053
2026-03-11T13:56:04.910Z,0.0127,-0.0083,-0.1561,-0.0045,-0.0024,0.0029
2026-03-11T13:56:04.920Z,0.0088,-0.0071,-0.1272,-0.0039,-0.0032,0.0046
2026-03-11T13:56:04.930Z,0.0098,0.0030,-0.1509,-0.0044,-0.0026,0.0029
2026-03-11T13:56:04.940Z,0.0070,0.0151,-0.1311,-0.0003,0.0048,0.0017
2026-03-11T13:56:04.950Z,0.0093,0.0014,-0.1317,-0.0015,0.0134,0.0031
2026-03-11T13:56:04.960Z,0.0185,-0.0117,-0.1250,-0.0015,0.0091,0.0054
2026-03-11T13:56:04.970Z,0.0046,0.0049,-0.1212,0.0060,0.0231,0.0121
2026-03-11T13:56:04.980Z,0.0068,0.0066,-0.1351,-0.0077,-0.0121,0.2366
2026-03-11T13:56:04.992Z,-0.1463,-0.2186,-0.1069,-0.0084,0.0092,0.4750
2026-03-11T13:56:05.000Z,-0.3144,-0.1852,-0.1717,-0.0118,-0.0072,0.5866
2026-03-11T13:56:05.010Z,-0.3459,-0.5269,-0.1323,-0.0124,-0.0027,0.5515
2026-03-11T13:56:05.020Z,-0.1019,-0.0259,-0.2235,-0.0133,-0.0222,0.4174
2026-03-11T13:56:05.030Z,0.2206,0.1844,-0.0509,-0.0135,-0.0059,0.2122
2026-03-11T13:56:05.040Z,0.2121,0.2003,-0.2544,0.0010,0.0023,0.0074
2026-03-11T13:56:05.050Z,0.3833,0.4291,-0.0161,-0.0101,-0.0200,0.0024
2026-03-11T13:56:05.060Z,0.1453,0.1607,-0.2047,0.0018,0.0081,0.0029
2026-03-11T13:56:05.070Z,-0.0264,-0.0387,-0.1219,-0.0068,-0.0118,0.0045
2026-03-11T13:56:05.080Z,0.0209,0.0054,-0.0846,-0.0020,-0.0019,0.0040
2026-03-11T13:56:05.090Z,-0.0110,0.0052,-0.2096,-0.0025,-0.0046,0.0025
2026-03-11T13:56:05.100Z,0.0160,0.0148,-0.0580,-0.0049,-0.0079,0.0026
2026-03-11T13:56:05.110Z,-0.0092,0.0016,-0.1976,0.0003,0.0017,0.0027
2026-03-11T13:56:05.120Z,0.0120,0.0064,-0.0957,-0.0030,-0.0000,0.0038
2026-03-11T13:56:05.130Z,0.0087,0.0083,-0.1327,0.0029,0.0080,0.0033
2026-03-11T13:56:05.140Z,0.0165,0.0067,-0.1271,0.0064,0.0144,0.0026
2026-03-11T13:56:05.150Z,0.0216,-0.0025,-0.0906,0.0015,0.0114,0.0060
2026-03-11T13:56:05.160Z,-0.0002,0.0072,-0.1362,0.0031,0.0311,0.0953
2026-03-11T13:56:05.170Z,-0.0922,-0.1790,-0.1362,0.0016,0.0700,0.1816
2026-03-11T13:56:05.180Z,-0.0391,-0.5894,-0.0284,0.0128,0.0535,0.2500
2026-03-11T13:56:05.190Z,-0.1197,-0.4559,-0.0156,0.0061,0.0237,0.2443
2026-03-11T13:56:05.200Z,-0.0093,0.0395,-0.3149,0.0112,0.0594,0.1845
2026-03-11T13:56:05.210Z,0.0490,0.2523,-0.0957,-0.0032,0.0491,0.0967
2026-03-11T13:56:05.220Z,0.1748,0.1194,-0.0516,0.0047,0.0561,0.0680
2026-03-11T13:56:05.230Z,0.0672,0.2705,-0.1903,-0.0089,0.0096,0.0671
2026-03-11T13:56:05.240Z,-0.0291,-0.1183,-0.1460,0.0024,0.0082,0.0560
2026-03-11T13:56:05.250Z,-0.0309,-0.2554,-0.3243,-0.0122,-0.0125,0.0114
2026-03-11T13:56:05.260Z,0.0612,-0.2942,-0.0378,-0.0638,-0.0146,0.0252
2026-03-11T13:56:05.270Z,0.0701,0.0323,-0.2925,-0.1319,-0.0001,0.0387
2026-03-11T13:56:05.280Z,-0.1759,0.1114,-0.2008,-0.1851,-0.0382,0.0497
2026-03-11T13:56:05.290Z,-0.2433,0.1312,-0.2144,-0.2019,-0.0417,0.0772
2026-03-11T13:56:05.300Z,-0.3312,0.1940,-0.3095,-0.2199,-0.0559,0.0709
2026-03-11T13:56:05.309Z,-0.0063,0.3678,-0.2772,-0.1827,0.0810,0.0546
2026-03-11T13:56:05.320Z,0.6048,0.6045,0.3129,-0.1758,-0.0076,0.0824
2026-03-11T13:56:05.330Z,0.2292,0.0005,-0.0386,-0.1967,0.0304,0.0731
2026-03-11T13:56:05.340Z,-0.1140,-0.1158,-0.3611,-0.1888,-0.0807,0.0494
2026-03-11T13:56:05.349Z,0.1302,0.3462,-0.5366,-0.2531,-0.1087,0.0975
2026-03-11T13:56:05.362Z,-0.3461,0.1197,-0.6217,-0.3938,-0.2434,0.2700
2026-03-11T13:56:05.371Z,-1.2110,0.9439,-0.6803,-0.5454,-0.3291,0.5775
2026-03-11T13:56:05.381Z,-2.2825,2.0996,-0.0753,-0.4974,-0.4029,0.9947
2026-03-11T13:56:05.392Z,-2.1201,2.0610,0.8851,-0.4357,-0.3757,1.4058
2026-03-11T13:56:05.402Z,-1.1980,1.3277,0.1490,-0.3427,-0.3743,1.5993
2026-03-11T13:56:05.410Z,-1.1980,1.3277,0.1490,-0.2781,-0.5287,1.4633
2026-03-11T13:56:05.422Z,0.1606,-0.0259,0.0769,-0.1469,-0.3867,1.0493
2026-03-11T13:56:05.430Z,2.4264,-1.6538,0.2309,-0.1262,-0.0424,0.5117
2026-03-11T13:56:05.440Z,2.2729,-1.1682,0.0557,-0.0249,0.2577,0.0988
2026-03-11T13:56:05.451Z,0.8155,-0.3762,-0.1425,0.0586,0.4936,-0.0132
2026-03-11T13:56:05.459Z,0.8155,-0.3762,-0.1425,0.0563,0.6174,0.0580
2026-03-11T13:56:05.471Z,-0.3508,0.6538,0.7719,0.0878,0.4627,0.2429
2026-03-11T13:56:05.481Z,-0.1579,0.4145,-0.2387,0.0150,0.2623,0.4393
2026-03-11T13:56:05.492Z,0.5797,0.0347,-0.6433,-0.0614,0.0308,0.4685
2026-03-11T13:56:05.501Z,1.2472,-0.2993,-1.1447,-0.0860,-0.2142,0.3820
2026-03-11T13:56:05.509Z,1.2472,-0.2993,-1.1447,-0.0230,-0.3549,0.3769
2026-03-11T13:56:05.521Z,-0.1287,-0.3483,0.2445,0.0065,-0.0856,0.4658
2026-03-11T13:56:05.531Z,-1.0716,0.4580,0.9829,-0.0513,0.0462,0.5004
2026-03-11T13:56:05.542Z,-1.4144,0.9496,0.3015,-0.1433,0.0795,0.5858
2026-03-11T13:56:05.551Z,-1.1800,0.3901,0.3547,-0.2011,0.2648,0.6557
2026-03-11T13:56:05.561Z,-0.2914,-0.4755,0.9027,-0.2442,0.4536,0.5314
2026-03-11T13:56:05.570Z,0.9975,-1.0932,0.8759,-0.2327,0.7006,0.2478
2026-03-11T13:56:05.581Z,1.6650,-1.1524,0.9621,-0.2128,0.9318,-0.0399
2026-03-11T13:56:05.592Z,0.4748,-0.8410,0.8273,-0.2578,1.0338,-0.1026
2026-03-11T13:56:05.602Z,-0.5031,-0.0039,0.3340,-0.3956,1.0273,-0.0561
2026-03-11T13:56:05.610Z,-0.6325,0.0124,-0.1443,-0.6045,0.8868,0.1054
2026-03-11T13:56:05.620Z,-1.2224,0.2628,-0.6383,-0.8372,0.6826,0.2935
2026-03-11T13:56:05.630Z,-1.0608,0.3563,-0.5644,-0.9929,0.5815,0.3902
2026-03-11T13:56:05.642Z,-0.3038,-0.4315,-0.1791,-1.0467,0.5774,0.3261
2026-03-11T13:56:05.650Z,0.4621,-1.1503,0.0708,-0.9883,0.6928,0.1673
2026-03-11T13:56:05.660Z,0.5012,-1.2817,0.3979,-0.8737,0.8103,0.0552
2026-03-11T13:56:05.670Z,-0.3490,-0.9072,0.3796,-0.8029,0.8434,0.1316
2026-03-11T13:56:05.680Z,-1.4863,-0.5772,-0.0481,-0.8666,0.7132,0.3797
2026-03-11T13:56:05.691Z,-1.8600,-0.2024,-0.7745,-1.0386,0.3553,0.6356
2026-03-11T13:56:05.700Z,-1.4334,0.0460,-0.6478,-1.1854,0.0139,0.7983
2026-03-11T13:56:05.710Z,-0.3001,-0.2131,-0.0243,-1.2648,-0.1967,0.7646
2026-03-11T13:56:05.720Z,1.1640,-0.8214,0.4779,-1.2140,-0.1841,0.5573
2026-03-11T13:56:05.730Z,1.9748,-1.0999,0.9093,-1.0242,-0.0418,0.3012
2026-03-11T13:56:05.741Z,1.5868,-0.9405,1.1195,-0.7907,0.1840,0.1506
2026-03-11T13:56:05.750Z,0.3206,-0.2830,1.4065,-0.6456,0.3258,0.1425
2026-03-11T13:56:05.760Z,-1.1050,0.3380,1.4277,-0.5560,0.3358,0.3137
2026-03-11T13:56:05.770Z,-2.0428,0.6063,1.5172,-0.4566,0.2515,0.5459
2026-03-11T13:56:05.780Z,-1.6799,0.3673,1.5613,-0.2755,0.1059,0.6854
2026-03-11T13:56:05.791Z,-0.4527,-0.4343,1.6135,-0.0008,0.0472,0.6165
2026-03-11T13:56:05.800Z,0.7363,-1.0576,1.7096,0.2514,0.1399,0.4623
2026-03-11T13:56:05.810Z,0.5666,-0.8999,1.4506,0.3475,0.1722,0.4923
2026-03-11T13:56:05.820Z,-0.4201,0.0890,0.7236,0.3466,0.0879,0.5493
2026-03-11T13:56:05.830Z,-1.0667,0.3046,0.5103,0.3527,0.0512,0.5285
2026-03-11T13:56:05.840Z,-0.9054,-0.4923,0.6594,0.4363,0.0758,0.5762
2026-03-11T13:56:05.850Z,-0.6885,-0.3704,0.4405,0.4933,0.0515,0.5425
2026-03-11T13:56:05.860Z,-0.5477,-0.3703,0.3276,0.4883,0.1864,0.4662
2026-03-11T13:56:05.870Z,-0.7095,-0.6573,0.3466,0.4506,0.3576,0.4284
2026-03-11T13:56:05.880Z,-0.8086,-0.7310,0.2274,0.4365,0.5148,0.4221
2026-03-11T13:56:05.890Z,-0.5977,-0.6002,0.1539,0.4825,0.6216,0.3947
2026-03-11T13:56:05.900Z,-0.2503,-0.6240,0.1323,0.5338,0.6831,0.3461
2026-03-11T13:56:05.910Z,-0.0584,-0.4360,0.1429,0.5296,0.6608,0.3255
2026-03-11T13:56:05.920Z,-0.3175,-0.1385,0.0231,0.4738,0.4407,0.3349
2026-03-11T13:56:05.930Z,-0.7892,-0.2993,-0.1397,0.3960,0.1908,0.3625
2026-03-11T13:56:05.940Z,-1.2903,-0.3826,0.1109,0.3477,0.1102,0.4286
2026-03-11T13:56:05.950Z,-1.5609,-0.6693,0.4873,0.3871,0.2121,0.4378
2026-03-11T13:56:05.960Z,-1.3942,-0.9507,0.6864,0.4493,0.4408,0.4395
2026-03-11T13:56:05.970Z,-1.3803,-0.8590,0.4327,0.4511,0.5670,0.4957
2026-03-11T13:56:05.980Z,-1.3122,-0.3548,-0.2047,0.3737,0.3983,0.6406
2026-03-11T13:56:05.990Z,-1.2860,0.0464,-0.9380,0.2464,-0.0045,0.8544
2026-03-11T13:56:06.000Z,-1.0243,0.2865,-1.2122,0.1204,-0.4617,1.0406
2026-03-11T13:56:06.010Z,-0.4782,0.1793,-1.0435,0.0530,-0.8047,1.1619
2026-03-11T13:56:06.020Z,0.2220,-0.3368,-0.6444,0.0553,-0.9680,1.1336
2026-03-11T13:56:06.030Z,0.9404,-0.5608,-0.2796,0.0483,-0.8714,0.9671
2026-03-11T13:56:06.040Z,0.9666,-0.6512,0.1660,0.0369,-0.5459,0.7955
2026-03-11T13:56:06.050Z,0.3584,-0.4638,0.2948,0.0317,-0.3090,0.7105
2026-03-11T13:56:06.060Z,-0.3273,-0.5151,0.0070,0.0279,-0.2591,0.7331
2026-03-11T13:56:06.070Z,-0.6467,-0.3974,-0.2474,0.0284,-0.3164,0.7826
2026-03-11T13:56:06.080Z,-0.3639,-0.2999,-0.4116,0.0111,-0.3557,0.7452
2026-03-11T13:56:06.090Z,0.1735,-0.5594,-0.3991,-0.0407,-0.2548,0.6306
2026-03-11T13:56:06.100Z,0.3024,-0.5959,-0.2274,-0.1253,-0.0946,0.5325
2026-03-11T13:56:06.110Z,0.1965,-0.2600,-0.1544,-0.1867,-0.0742,0.5019
2026-03-11T13:56:06.120Z,-0.0533,0.0092,-0.2066,-0.1998,-0.2163,0.5512
2026-03-11T13:56:06.130Z,-0.1560,0.1586,-0.0678,-0.1740,-0.3594,0.6021
2026-03-11T13:56:06.141Z,0.1813,0.3773,0.2887,-0.1053,-0.4070,0.5954
2026-03-11T13:56:06.150Z,0.5380,0.3503,0.6245,0.0044,-0.3669,0.5460
2026-03-11T13:56:06.160Z,0.7034,0.0108,0.7159,0.1567,-0.3037,0.4761
2026-03-11T13:56:06.170Z,0.6597,-0.2806,0.6366,0.3093,-0.2016,0.4227
2026-03-11T13:56:06.180Z,0.5105,-0.4093,0.3832,0.4147,-0.0979,0.3940
2026-03-11T13:56:06.191Z,0.4305,-0.3049,-0.2393,0.4348,-0.0584,0.3978
2026-03-11T13:56:06.200Z,0.3729,-0.0881,-0.9992,0.3650,-0.1271,0.4308
2026-03-11T13:56:06.210Z,0.2693,0.0972,-1.6216,0.2259,-0.2758,0.4701
2026-03-11T13:56:06.220Z,0.2046,0.3130,-1.8615,0.0399,-0.4078,0.4996
2026-03-11T13:56:06.230Z,-0.0255,0.6680,-1.5199,-0.1187,-0.4381,0.5585
2026-03-11T13:56:06.243Z,-0.2210,0.8914,-0.6508,-0.0398,-0.4460,0.6197
2026-03-11T13:56:06.250Z,0.1607,0.5572,0.1515,-0.0398,-0.4460,0.6197
2026-03-11T13:56:06.260Z,0.9497,0.0820,0.5507,0.1487,-0.3841,0.5153
2026-03-11T13:56:06.270Z,1.7776,-0.2226,0.4244,0.3440,-0.2341,0.3638
2026-03-11T13:56:06.280Z,2.1612,-0.2920,-0.0490,0.4326,-0.1162,0.2073
2026-03-11T13:56:06.292Z,1.7766,-0.1049,-1.0784,0.0802,-0.2119,0.1440
2026-03-11T13:56:06.300Z,0.6192,0.4436,-1.7090,0.0802,-0.2119,0.1440
2026-03-11T13:56:06.310Z,-0.3065,1.0345,-1.3060,-0.0907,-0.2691,0.2778
2026-03-11T13:56:06.320Z,-0.6423,0.6429,-0.4741,-0.0568,-0.3921,0.3968
2026-03-11T13:56:06.330Z,-0.2597,0.2856,0.3140,0.0986,-0.3838,0.4212
2026-03-11T13:56:06.343Z,0.5244,0.1761,0.6878,0.4967,-0.1386,0.2541
2026-03-11T13:56:06.350Z,1.0851,-0.1028,0.4262,0.4967,-0.1386,0.2541
2026-03-11T13:56:06.362Z,1.0142,-0.2434,-0.4656,0.3920,-0.1185,0.2290
2026-03-11T13:56:06.370Z,0.7542,-0.1556,-1.6864,0.3920,-0.1185,0.2290
2026-03-11T13:56:06.381Z,0.9112,-0.1260,-2.9282,-0.1684,-0.1712,0.0717
2026-03-11T13:56:06.392Z,2.4465,0.0083,-2.9231,-0.2482,-0.2464,-0.1644
2026-03-11T13:56:06.400Z,4.6743,0.4596,-1.0864,-0.2482,-0.2464,-0.1644
2026-03-11T13:56:06.409Z,3.8260,0.6684,-0.0073,-0.2115,-0.4710,-0.1931
2026-03-11T13:56:06.421Z,1.4029,0.5679,0.0975,0.0466,-0.6327,-0.0772
2026-03-11T13:56:06.431Z,0.4295,0.2921,0.2778,0.1588,-0.5032,-0.1173
2026-03-11T13:56:06.442Z,0.1352,-0.2253,0.0579,0.1666,-0.2629,-0.1697
2026-03-11T13:56:06.451Z,0.1022,-0.1288,-0.4823,0.0774,-0.0949,-0.1863
2026-03-11T13:56:06.462Z,-0.2742,-0.0857,-1.1541,-0.0336,-0.0613,-0.1265
2026-03-11T13:56:06.471Z,-0.6626,-0.0357,-1.6078,-0.1306,-0.1292,-0.0323
2026-03-11T13:56:06.481Z,-1.0097,-0.0578,-1.7790,-0.2277,-0.1544,0.0338
2026-03-11T13:56:06.491Z,-1.1192,0.0408,-1.6333,-0.2903,-0.0980,0.0663
2026-03-11T13:56:06.500Z,-1.0664,0.2756,-1.1196,-0.2897,-0.0520,0.0730
2026-03-11T13:56:06.511Z,-0.9479,0.3105,-0.5622,-0.2189,-0.0782,0.0730
2026-03-11T13:56:06.521Z,-0.7486,0.2156,-0.2473,-0.1091,-0.1447,0.0745
2026-03-11T13:56:06.530Z,-0.4389,0.2796,-0.0773,-0.0100,-0.1956,0.0619
2026-03-11T13:56:06.543Z,-0.1115,0.2463,-0.0390,0.0681,-0.1994,0.0242
2026-03-11T13:56:06.551Z,0.0004,0.1905,0.0603,0.1298,-0.1385,-0.0237
2026-03-11T13:56:06.562Z,0.1408,0.3469,0.0976,0.1840,-0.0954,-0.0563
2026-03-11T13:56:06.571Z,0.2419,0.1065,0.0175,0.2311,-0.1273,-0.0846
2026-03-11T13:56:06.580Z,0.1828,-0.1995,-0.2109,0.2361,-0.1869,-0.0852
2026-03-11T13:56:06.593Z,0.1057,-0.1036,-0.5074,0.2172,-0.1944,-0.0557
2026-03-11T13:56:06.601Z,-0.2440,0.1353,-0.6576,0.1985,-0.1609,-0.0193
2026-03-11T13:56:06.612Z,-0.4626,0.1356,-0.6307,0.1759,-0.1159,0.0125
2026-03-11T13:56:06.620Z,-0.5276,-0.0966,-0.5824,0.1759,-0.1159,0.0125
2026-03-11T13:56:06.631Z,-0.4360,-0.2647,-0.4597,0.1333,-0.0275,0.0759
2026-03-11T13:56:06.643Z,-0.3273,-0.2131,-0.4271,0.0263,0.0287,0.0164
2026-03-11T13:56:06.650Z,-0.0198,-0.6605,-1.1003,0.0174,-0.0776,0.1496
2026-03-11T13:56:06.661Z,0.0041,-0.2490,-1.1994,-0.0061,-0.2790,0.2582
2026-03-11T13:56:06.671Z,-0.8205,0.3850,-0.4588,-0.0798,-0.4183,0.2202
2026-03-11T13:56:06.681Z,0.1773,0.3468,-0.8319,-0.2023,-0.5493,0.0468
2026-03-11T13:56:06.692Z,2.2663,-0.0641,-1.6262,-0.3528,-0.7593,-0.1777
2026-03-11T13:56:06.700Z,4.4934,-0.1782,-2.2693,-0.6004,-0.8786,-0.2285
2026-03-11T13:56:06.711Z,3.4548,0.6229,-2.7302,-0.7575,-0.9790,-0.1742
2026-03-11T13:56:06.721Z,1.1140,0.6854,-2.3607,-0.7503,-1.0217,-0.0945
2026-03-11T13:56:06.731Z,-0.0427,0.4861,-1.3023,-0.6169,-0.8311,-0.0736
2026-03-11T13:56:06.742Z,-0.2226,0.2077,-0.2892,-0.4273,-0.4575,-0.1100
2026-03-11T13:56:06.750Z,0.2522,0.2235,0.5059,-0.2595,-0.1522,-0.1533
2026-03-11T13:56:06.761Z,0.6418,0.2241,0.6808,-0.1639,-0.0671,-0.1461
2026-03-11T13:56:06.771Z,0.5268,0.3951,0.2365,-0.1847,-0.1816,-0.0538
2026-03-11T13:56:06.781Z,-0.0981,0.7238,-0.5546,-0.3108,-0.3233,0.0433
2026-03-11T13:56:06.793Z,-0.5474,0.9957,-1.5051,-0.3993,-0.3210,0.0752
2026-03-11T13:56:06.799Z,-0.3690,0.9541,-1.8542,-0.4152,-0.2084,0.0550
2026-03-11T13:56:06.811Z,-0.0475,0.6642,-1.2963,-0.4004,-0.0736,0.0707
2026-03-11T13:56:06.820Z,-0.4069,0.5781,-0.8871,-0.3518,-0.0427,0.1089
2026-03-11T13:56:06.830Z,-1.0181,0.4789,-0.4141,-0.2938,-0.0597,0.1688
2026-03-11T13:56:06.842Z,-1.2717,0.4621,-0.0761,-0.2658,-0.0693,0.2177
2026-03-11T13:56:06.850Z,-1.0844,0.5725,0.0430,-0.2756,-0.0579,0.2134
2026-03-11T13:56:06.860Z,-0.6524,0.4979,-0.0461,-0.2662,-0.0956,0.1418
2026-03-11T13:56:06.870Z,0.0864,0.3200,-0.0827,-0.2507,-0.1562,0.0783
2026-03-11T13:56:06.880Z,0.6679,0.2192,-0.0291,-0.2645,-0.1778,0.0136
2026-03-11T13:56:06.891Z,0.7734,0.2651,-0.0944,-0.2876,-0.1600,-0.0451
2026-03-11T13:56:06.900Z,0.7745,0.2992,-0.2300,-0.2946,-0.1381,-0.0697
2026-03-11T13:56:06.911Z,0.5068,0.1821,-0.1855,-0.2932,-0.1327,-0.0404
2026-03-11T13:56:06.920Z,-0.2253,0.2594,-0.0336,-0.2772,-0.0607,-0.0113
2026-03-11T13:56:06.930Z,-0.9613,0.3049,0.2607,-0.2325,0.0242,0.0159
2026-03-11T13:56:06.941Z,-1.0246,0.2238,0.5436,-0.1932,0.0640,0.0333
2026-03-11T13:56:06.950Z,-0.7880,0.0574,0.5931,-0.2047,0.0461,0.0274
2026-03-11T13:56:06.961Z,-0.1802,0.0011,0.3764,-0.2114,-0.0440,-0.0133
2026-03-11T13:56:06.970Z,0.5591,0.0201,0.3054,-0.2042,-0.0959,-0.1030
2026-03-11T13:56:06.980Z,1.2326,0.0792,0.4872,-0.2118,-0.1212,-0.2118
2026-03-11T13:56:06.991Z,1.7183,0.1180,0.3924,-0.2069,-0.2040,-0.2961
2026-03-11T13:56:07.000Z,1.7389,0.1445,0.0228,-0.1758,-0.2594,-0.3037
2026-03-11T13:56:07.011Z,0.8954,0.3014,0.1326,-0.1367,-0.2664,-0.2790
2026-03-11T13:56:07.020Z,-0.2092,0.3510,0.6276,-0.1120,-0.2326,-0.2239
2026-03-11T13:56:07.030Z,-0.8062,0.1825,0.7012,-0.1014,-0.2247,-0.1409
2026-03-11T13:56:07.041Z,-0.9746,0.0787,0.4930,-0.0711,-0.2098,-0.0684
2026-03-11T13:56:07.050Z,-0.7084,-0.0063,0.3481,-0.0299,-0.1458,-0.0928
2026-03-11T13:56:07.061Z,0.0299,-0.1823,0.0910,-0.0139,-0.0625,-0.1834
2026-03-11T13:56:07.070Z,0.7386,-0.3622,-0.4166,-0.0608,-0.0394,-0.2484
2026-03-11T13:56:07.080Z,0.7649,-0.3748,-0.9226,-0.1306,-0.1277,-0.2250
2026-03-11T13:56:07.091Z,-0.0265,-0.0007,-0.9998,-0.1453,-0.2785,-0.1557
2026-03-11T13:56:07.100Z,-0.7407,0.3092,-0.4981,-0.1597,-0.3966,-0.1024
2026-03-11T13:56:07.111Z,-0.7494,0.3871,-0.0320,-0.1988,-0.4590,-0.0963
2026-03-11T13:56:07.120Z,-0.2414,0.2779,-0.0087,-0.2256,-0.4463,-0.1323
2026-03-11T13:56:07.130Z,0.5233,0.2039,-0.0845,-0.2077,-0.4103,-0.1950
2026-03-11T13:56:07.142Z,0.8004,0.1355,0.2059,-0.1648,-0.3645,-0.2183
2026-03-11T13:56:07.150Z,0.4087,-0.0912,0.2940,-0.1535,-0.2771,-0.1831
2026-03-11T13:56:07.161Z,-0.1095,-0.0739,0.1892,-0.1846,-0.2043,-0.1319
2026-03-11T13:56:07.170Z,-0.4709,0.0126,-0.2032,-0.2071,-0.1133,-0.0767
2026-03-11T13:56:07.180Z,-0.6869,0.1251,-0.3587,-0.2042,0.0171,0.0039
2026-03-11T13:56:07.194Z,-1.9573,-0.1571,0.2831,-0.1866,0.0946,0.0792
2026-03-11T13:56:07.200Z,-1.9573,-0.1571,0.2831,-0.1752,0.0131,0.1910
2026-03-11T13:56:07.211Z,-1.8274,-0.0625,0.1662,-0.2496,-0.0861,0.2447
2026-03-11T13:56:07.220Z,-1.1627,-0.0507,-0.1098,-0.3475,-0.2652,0.2807
2026-03-11T13:56:07.231Z,-0.3254,0.0837,-0.6958,-0.4115,-0.3976,0.2806
2026-03-11T13:56:07.243Z,1.2971,-0.3321,-0.3118,-0.4451,-0.4598,0.1867
2026-03-11T13:56:07.250Z,1.2971,-0.3321,-0.3118,-0.4612,-0.4770,0.0691
2026-03-11T13:56:07.260Z,1.7943,-0.4942,0.0084,-0.4611,-0.5399,-0.0205
2026-03-11T13:56:07.270Z,1.6197,-0.5980,0.2000,-0.4610,-0.6197,-0.0637
2026-03-11T13:56:07.280Z,1.2655,-0.5281,0.2256,-0.4701,-0.6467,-0.0890
